study: 1from: 4000 successful	time increment: 0.4288954734802246	 total time: 0.4288954734802246
study: 928from: 4000 successful	time increment: 0.22838115692138672	 total time: 214.49261021614075
study: 929from: 4000 successful	time increment: 0.17850780487060547	 total time: 214.67111802101135
study: 930from: 4000 successful	time increment: 0.1633317470550537	 total time: 214.8344497680664
study: 931from: 4000 successful	time increment: 0.3781754970550537	 total time: 215.21262526512146
study: 932from: 4000 successful	time increment: 0.2820920944213867	 total time: 215.49471735954285
study: 933from: 4000 successful	time increment: 0.21003150939941406	 total time: 215.70474886894226
study: 934from: 4000 successful	time increment: 0.2872786521911621	 total time: 215.99202752113342
study: 935from: 4000 successful	time increment: 0.23376107215881348	 total time: 216.22578859329224
study: 936from: 4000 successful	time increment: 0.23371505737304688	 total time: 216.45950365066528
study: 937from: 4000 successful	time increment: 0.2075963020324707	 total time: 216.66709995269775
study: 938from: 4000 successful	time increment: 0.27117419242858887	 total time: 216.93827414512634
study: 939from: 4000 successful	time increment: 0.3514902591705322	 total time: 217.28976440429688
study: 940from: 4000 successful	time increment: 0.1417984962463379	 total time: 217.4315629005432
study: 941from: 4000 successful	time increment: 0.19424915313720703	 total time: 217.62581205368042
study: 942from: 4000 successful	time increment: 0.20276498794555664	 total time: 217.82857704162598
study: 943from: 4000 successful	time increment: 0.11214518547058105	 total time: 217.94072222709656
study: 944from: 4000 successful	time increment: 0.21735119819641113	 total time: 218.15807342529297
study: 945from: 4000 successful	time increment: 0.19586467742919922	 total time: 218.35393810272217
study: 946from: 4000 successful	time increment: 0.14302873611450195	 total time: 218.49696683883667
study: 947from: 4000 successful	time increment: 0.20746564865112305	 total time: 218.7044324874878
study: 948from: 4000 successful	time increment: 0.23340773582458496	 total time: 218.93784022331238
study: 949from: 4000 successful	time increment: 0.21215319633483887	 total time: 219.14999341964722
study: 950from: 4000 successful	time increment: 0.11063694953918457	 total time: 219.2606303691864
study: 951from: 4000 successful	time increment: 0.13612794876098633	 total time: 219.3967583179474
study: 952from: 4000 successful	time increment: 0.14962482452392578	 total time: 219.5463831424713
study: 953from: 4000 successful	time increment: 0.30895471572875977	 total time: 219.85533785820007
study: 954from: 4000 successful	time increment: 0.20183920860290527	 total time: 220.05717706680298
study: 955from: 4000 successful	time increment: 0.2862825393676758	 total time: 220.34345960617065
study: 956from: 4000 successful	time increment: 0.29780006408691406	 total time: 220.64125967025757
study: 957from: 4000 successful	time increment: 0.1133279800415039	 total time: 220.75458765029907
study: 958from: 4000 successful	time increment: 0.16219186782836914	 total time: 220.91677951812744
study: 959from: 4000 successful	time increment: 0.20165610313415527	 total time: 221.1184356212616
study: 960from: 4000 successful	time increment: 0.24428081512451172	 total time: 221.3627164363861
study: 961from: 4000 successful	time increment: 0.2215437889099121	 total time: 221.58426022529602
study: 962from: 4000 successful	time increment: 0.1237180233001709	 total time: 221.7079782485962
study: 963from: 4000 successful	time increment: 0.28630518913269043	 total time: 221.99428343772888
study: 964from: 4000 successful	time increment: 0.27652692794799805	 total time: 222.27081036567688
study: 965from: 4000 successful	time increment: 0.20001530647277832	 total time: 222.47082567214966
study: 966from: 4000 successful	time increment: 0.21273040771484375	 total time: 222.6835560798645
study: 967from: 4000 successful	time increment: 0.2530531883239746	 total time: 222.93660926818848
study: 968from: 4000 successful	time increment: 0.28642988204956055	 total time: 223.22303915023804
study: 969from: 4000 successful	time increment: 0.17377471923828125	 total time: 223.39681386947632
study: 970from: 4000 successful	time increment: 0.2703719139099121	 total time: 223.66718578338623
study: 971from: 4000 successful	time increment: 0.2250211238861084	 total time: 223.89220690727234
study: 972from: 4000 successful	time increment: 0.34322476387023926	 total time: 224.23543167114258
study: 973from: 4000 successful	time increment: 0.28696751594543457	 total time: 224.522399187088
study: 974from: 4000 successful	time increment: 0.20192956924438477	 total time: 224.7243287563324
study: 975from: 4000 successful	time increment: 0.10836958885192871	 total time: 224.83269834518433
study: 976from: 4000 successful	time increment: 0.20735430717468262	 total time: 225.040052652359
study: 977from: 4000 successful	time increment: 0.19640851020812988	 total time: 225.23646116256714
study: 978from: 4000 successful	time increment: 0.3125758171081543	 total time: 225.5490369796753
study: 979from: 4000 successful	time increment: 0.4676017761230469	 total time: 226.01663875579834
study: 980from: 4000 successful	time increment: 0.23956894874572754	 total time: 226.25620770454407
study: 981from: 4000 successful	time increment: 0.3438096046447754	 total time: 226.60001730918884
study: 982from: 4000 successful	time increment: 0.2457726001739502	 total time: 226.8457899093628
study: 983from: 4000 successful	time increment: 0.2506885528564453	 total time: 227.09647846221924
study: 984from: 4000 successful	time increment: 0.24268388748168945	 total time: 227.33916234970093
study: 985from: 4000 successful	time increment: 0.3055844306945801	 total time: 227.6447467803955
study: 986from: 4000 successful	time increment: 0.3044281005859375	 total time: 227.94917488098145
study: 987from: 4000 successful	time increment: 0.2074284553527832	 total time: 228.15660333633423
study: 988from: 4000 successful	time increment: 0.1896524429321289	 total time: 228.34625577926636
study: 989from: 4000 successful	time increment: 0.17438340187072754	 total time: 228.52063918113708
study: 990from: 4000 successful	time increment: 0.2730288505554199	 total time: 228.7936680316925
study: 991from: 4000 successful	time increment: 0.2004232406616211	 total time: 228.99409127235413
study: 992from: 4000 successful	time increment: 0.25835227966308594	 total time: 229.2524435520172
study: 993from: 4000 successful	time increment: 0.2575104236602783	 total time: 229.5099539756775
study: 994from: 4000 successful	time increment: 0.2716052532196045	 total time: 229.7815592288971
study: 995from: 4000 successful	time increment: 0.26569199562072754	 total time: 230.04725122451782
study: 996from: 4000 successful	time increment: 0.30761027336120605	 total time: 230.35486149787903
study: 997from: 4000 successful	time increment: 0.2571418285369873	 total time: 230.61200332641602
study: 998from: 4000 successful	time increment: 0.23319649696350098	 total time: 230.84519982337952
study: 999from: 4000 successful	time increment: 0.24989700317382812	 total time: 231.09509682655334
study: 1000from: 4000 successful	time increment: 0.17277741432189941	 total time: 231.26787424087524
study: 1001from: 4000 successful	time increment: 0.16628074645996094	 total time: 231.4341549873352
study: 1002from: 4000 successful	time increment: 0.24950623512268066	 total time: 231.68366122245789
study: 1003from: 4000 successful	time increment: 0.3292274475097656	 total time: 232.01288866996765
study: 1004from: 4000 successful	time increment: 0.2531459331512451	 total time: 232.2660346031189
study: 1005from: 4000 successful	time increment: 0.20417308807373047	 total time: 232.47020769119263
study: 1006from: 4000 successful	time increment: 0.14151906967163086	 total time: 232.61172676086426
study: 1007from: 4000 successful	time increment: 0.26866841316223145	 total time: 232.8803951740265
study: 1008from: 4000 successful	time increment: 0.23605132102966309	 total time: 233.11644649505615
study: 1009from: 4000 successful	time increment: 0.36619019508361816	 total time: 233.48263669013977
study: 1010from: 4000 successful	time increment: 0.20079827308654785	 total time: 233.68343496322632
study: 1011from: 4000 successful	time increment: 0.1622912883758545	 total time: 233.84572625160217
study: 1012from: 4000 successful	time increment: 0.23857879638671875	 total time: 234.0843050479889
study: 1013from: 4000 successful	time increment: 0.29781198501586914	 total time: 234.38211703300476
study: 1014from: 4000 successful	time increment: 0.12815165519714355	 total time: 234.5102686882019
study: 1015from: 4000 successful	time increment: 0.2577052116394043	 total time: 234.7679738998413
study: 1016from: 4000 successful	time increment: 0.2285604476928711	 total time: 234.99653434753418
study: 1017from: 4000 successful	time increment: 0.20777368545532227	 total time: 235.2043080329895
study: 1018from: 4000 successful	time increment: 0.21652007102966309	 total time: 235.42082810401917
study: 1019from: 4000 successful	time increment: 0.16909503936767578	 total time: 235.58992314338684
study: 1020from: 4000 successful	time increment: 0.27190566062927246	 total time: 235.8618288040161
study: 1021from: 4000 successful	time increment: 0.34529852867126465	 total time: 236.20712733268738
study: 1022from: 4000 successful	time increment: 0.1816709041595459	 total time: 236.38879823684692
study: 1023from: 4000 successful	time increment: 0.24451255798339844	 total time: 236.63331079483032
study: 1024from: 4000 successful	time increment: 0.20369625091552734	 total time: 236.83700704574585
study: 1025from: 4000 successful	time increment: 0.21068167686462402	 total time: 237.04768872261047
study: 1026from: 4000 successful	time increment: 0.16300678253173828	 total time: 237.2106955051422
study: 1027from: 4000 successful	time increment: 0.20517539978027344	 total time: 237.41587090492249
study: 1028from: 4000 successful	time increment: 0.22313547134399414	 total time: 237.63900637626648
study: 1029from: 4000 successful	time increment: 0.3585383892059326	 total time: 237.9975447654724
study: 1030from: 4000 successful	time increment: 0.20574069023132324	 total time: 238.20328545570374
study: 1031from: 4000 successful	time increment: 0.1684420108795166	 total time: 238.37172746658325
study: 1032from: 4000 successful	time increment: 0.1651899814605713	 total time: 238.53691744804382
