study: 1from: 4000 successful	time increment: 0.515716552734375	 total time: 0.515716552734375
study: 1289from: 4000 successful	time increment: 0.28174710273742676	 total time: 297.035227060318
study: 1290from: 4000 successful	time increment: 0.27290964126586914	 total time: 297.30813670158386
study: 1291from: 4000 successful	time increment: 0.17256999015808105	 total time: 297.48070669174194
study: 1292from: 4000 successful	time increment: 0.17569661140441895	 total time: 297.65640330314636
study: 1293from: 4000 successful	time increment: 0.18642306327819824	 total time: 297.84282636642456
study: 1294from: 4000 successful	time increment: 0.2654759883880615	 total time: 298.1083023548126
study: 1295from: 4000 successful	time increment: 0.2942006587982178	 total time: 298.40250301361084
study: 1296from: 4000 successful	time increment: 0.23350238800048828	 total time: 298.6360054016113
study: 1297from: 4000 successful	time increment: 0.14774680137634277	 total time: 298.78375220298767
study: 1298from: 4000 successful	time increment: 0.20477867126464844	 total time: 298.9885308742523
study: 1299from: 4000 successful	time increment: 0.16867423057556152	 total time: 299.1572051048279
study: 1300from: 4000 successful	time increment: 0.2850816249847412	 total time: 299.4422867298126
study: 1301from: 4000 successful	time increment: 0.22302699089050293	 total time: 299.6653137207031
study: 1302from: 4000 successful	time increment: 0.21257686614990234	 total time: 299.877890586853
study: 1303from: 4000 successful	time increment: 0.2137126922607422	 total time: 300.09160327911377
study: 1304from: 4000 successful	time increment: 0.40412473678588867	 total time: 300.49572801589966
study: 1305from: 4000 successful	time increment: 0.26261234283447266	 total time: 300.75834035873413
study: 1306from: 4000 successful	time increment: 0.29431891441345215	 total time: 301.0526592731476
study: 1307from: 4000 successful	time increment: 0.23007726669311523	 total time: 301.2827365398407
study: 1308from: 4000 successful	time increment: 0.2858459949493408	 total time: 301.56858253479004
study: 1309from: 4000 successful	time increment: 0.20557856559753418	 total time: 301.7741611003876
study: 1310from: 4000 successful	time increment: 0.20550036430358887	 total time: 301.97966146469116
study: 1311from: 4000 successful	time increment: 0.22313666343688965	 total time: 302.20279812812805
study: 1312from: 4000 successful	time increment: 0.21271228790283203	 total time: 302.4155104160309
study: 1313from: 4000 successful	time increment: 0.3415031433105469	 total time: 302.75701355934143
study: 1314from: 4000 successful	time increment: 0.17737531661987305	 total time: 302.9343888759613
study: 1315from: 4000 successful	time increment: 0.10139107704162598	 total time: 303.03577995300293
study: 1316from: 4000 successful	time increment: 0.2106313705444336	 total time: 303.24641132354736
study: 1317from: 4000 successful	time increment: 0.27143406867980957	 total time: 303.5178453922272
study: 1318from: 4000 successful	time increment: 0.1600942611694336	 total time: 303.6779396533966
study: 1319from: 4000 successful	time increment: 0.2204585075378418	 total time: 303.89839816093445
study: 1320from: 4000 successful	time increment: 0.22963643074035645	 total time: 304.1280345916748
study: 1321from: 4000 successful	time increment: 0.17703485488891602	 total time: 304.3050694465637
study: 1322from: 4000 successful	time increment: 0.1740560531616211	 total time: 304.47912549972534
study: 1323from: 4000 successful	time increment: 0.25039148330688477	 total time: 304.7295169830322
study: 1324from: 4000 successful	time increment: 0.19944214820861816	 total time: 304.92895913124084
study: 1325from: 4000 successful	time increment: 0.21082520484924316	 total time: 305.1397843360901
study: 1326from: 4000 successful	time increment: 0.29816341400146484	 total time: 305.43794775009155
study: 1327from: 4000 successful	time increment: 0.29116344451904297	 total time: 305.7291111946106
study: 1328from: 4000 successful	time increment: 0.2530982494354248	 total time: 305.982209444046
study: 1329from: 4000 successful	time increment: 0.1451427936553955	 total time: 306.1273522377014
study: 1330from: 4000 successful	time increment: 0.16434264183044434	 total time: 306.29169487953186
study: 1331from: 4000 successful	time increment: 0.3230891227722168	 total time: 306.6147840023041
study: 1332from: 4000 successful	time increment: 0.2809603214263916	 total time: 306.89574432373047
study: 1333from: 4000 successful	time increment: 0.25080204010009766	 total time: 307.14654636383057
study: 1334from: 4000 successful	time increment: 0.23231077194213867	 total time: 307.3788571357727
study: 1335from: 4000 successful	time increment: 0.26004886627197266	 total time: 307.6389060020447
study: 1336from: 4000 successful	time increment: 0.18120312690734863	 total time: 307.820109128952
study: 1337from: 4000 successful	time increment: 0.24936342239379883	 total time: 308.0694725513458
study: 1338from: 4000 successful	time increment: 0.2218484878540039	 total time: 308.29132103919983
study: 1339from: 4000 successful	time increment: 0.18312907218933105	 total time: 308.47445011138916
study: 1340from: 4000 successful	time increment: 0.22513461112976074	 total time: 308.6995847225189
study: 1341from: 4000 successful	time increment: 0.1922619342803955	 total time: 308.8918466567993
study: 1342from: 4000 successful	time increment: 0.20152688026428223	 total time: 309.0933735370636
study: 1343from: 4000 successful	time increment: 0.35482263565063477	 total time: 309.44819617271423
study: 1344from: 4000 successful	time increment: 0.3416709899902344	 total time: 309.78986716270447
study: 1345from: 4000 successful	time increment: 0.1996626853942871	 total time: 309.98952984809875
study: 1346from: 4000 successful	time increment: 0.22157502174377441	 total time: 310.21110486984253
study: 1347from: 4000 successful	time increment: 0.3165149688720703	 total time: 310.5276198387146
study: 1348from: 4000 successful	time increment: 0.2267591953277588	 total time: 310.75437903404236
study: 1349from: 4000 successful	time increment: 0.25186967849731445	 total time: 311.0062487125397
study: 1350from: 4000 successful	time increment: 0.16475868225097656	 total time: 311.17100739479065
study: 1351from: 4000 successful	time increment: 0.20626139640808105	 total time: 311.37726879119873
study: 1352from: 4000 successful	time increment: 0.33747076988220215	 total time: 311.71473956108093
study: 1353from: 4000 successful	time increment: 0.30495333671569824	 total time: 312.01969289779663
study: 1354from: 4000 successful	time increment: 0.29891514778137207	 total time: 312.318608045578
study: 1355from: 4000 successful	time increment: 0.11428499221801758	 total time: 312.432893037796
study: 1356from: 4000 successful	time increment: 0.29184937477111816	 total time: 312.72474241256714
study: 1357from: 4000 successful	time increment: 0.2620530128479004	 total time: 312.98679542541504
study: 1358from: 4000 successful	time increment: 0.18266057968139648	 total time: 313.16945600509644
study: 1359from: 4000 successful	time increment: 0.1956493854522705	 total time: 313.3651053905487
study: 1360from: 4000 successful	time increment: 0.24863958358764648	 total time: 313.61374497413635
study: 1361from: 4000 successful	time increment: 0.26626110076904297	 total time: 313.8800060749054
study: 1362from: 4000 successful	time increment: 0.25952982902526855	 total time: 314.13953590393066
study: 1363from: 4000 successful	time increment: 0.18649625778198242	 total time: 314.32603216171265
study: 1364from: 4000 successful	time increment: 0.16028165817260742	 total time: 314.48631381988525
study: 1365from: 4000 successful	time increment: 0.2129650115966797	 total time: 314.69927883148193
study: 1366from: 4000 successful	time increment: 0.16179347038269043	 total time: 314.8610723018646
study: 1367from: 4000 successful	time increment: 0.28879380226135254	 total time: 315.149866104126
study: 1368from: 4000 successful	time increment: 0.1873013973236084	 total time: 315.3371675014496
study: 1369from: 4000 successful	time increment: 0.1830134391784668	 total time: 315.52018094062805
study: 1370from: 4000 successful	time increment: 0.17808818817138672	 total time: 315.69826912879944
study: 1371from: 4000 successful	time increment: 0.25084424018859863	 total time: 315.94911336898804
study: 1372from: 4000 successful	time increment: 0.3012259006500244	 total time: 316.25033926963806
study: 1373from: 4000 successful	time increment: 0.24995136260986328	 total time: 316.5002906322479
study: 1374from: 4000 successful	time increment: 0.22280240058898926	 total time: 316.7230930328369
study: 1375from: 4000 successful	time increment: 0.22806215286254883	 total time: 316.95115518569946
study: 1376from: 4000 successful	time increment: 0.3324756622314453	 total time: 317.2836308479309
study: 1377from: 4000 successful	time increment: 0.262662410736084	 total time: 317.546293258667
study: 1378from: 4000 successful	time increment: 0.2126920223236084	 total time: 317.7589852809906
study: 1379from: 4000 successful	time increment: 0.15846657752990723	 total time: 317.9174518585205
study: 1380from: 4000 successful	time increment: 0.25379157066345215	 total time: 318.17124342918396
study: 1381from: 4000 successful	time increment: 0.1987924575805664	 total time: 318.3700358867645
study: 1382from: 4000 successful	time increment: 0.21755218505859375	 total time: 318.5875880718231
study: 1383from: 4000 successful	time increment: 0.2148454189300537	 total time: 318.8024334907532
study: 1384from: 4000 successful	time increment: 0.2833139896392822	 total time: 319.08574748039246
study: 1385from: 4000 successful	time increment: 0.2351682186126709	 total time: 319.3209156990051
study: 1386from: 4000 successful	time increment: 0.1538710594177246	 total time: 319.47478675842285
study: 1387from: 4000 successful	time increment: 0.2620730400085449	 total time: 319.7368597984314
study: 1388from: 4000 successful	time increment: 0.1455399990081787	 total time: 319.8823997974396
study: 1389from: 4000 successful	time increment: 0.23596882820129395	 total time: 320.11836862564087
study: 1390from: 4000 successful	time increment: 0.07829761505126953	 total time: 320.19666624069214
study: 1391from: 4000 successful	time increment: 0.24248027801513672	 total time: 320.4391465187073
study: 1392from: 4000 successful	time increment: 0.30765199661254883	 total time: 320.7467985153198
study: 1393from: 4000 successful	time increment: 0.28685808181762695	 total time: 321.03365659713745
study: 1394from: 4000 successful	time increment: 0.2776753902435303	 total time: 321.311331987381
study: 1395from: 4000 successful	time increment: 0.11773014068603516	 total time: 321.429062128067
study: 1396from: 4000 successful	time increment: 0.29002952575683594	 total time: 321.71909165382385
